License Number,Street Number,Street Name,City,State,Zip Code,Square Footage
703514,33,MAIN ST STORE #2        ,HEMPSTEAD         ,NY,11550,1200
290178,1381,NASH RD                     ,NORTH TONAWANDA   ,NY,14120,2000
705606,375,WEST PARK AVE            ,LONG BEACH        ,NY,11561,1800
290165,2590,MILITARY RD             ,NIAGARA FALLS     ,NY,14304,110000
283288,6261,NORTHERN BLVD               ,EAST NORWICH      ,NY,11732,300
301223,4695,MIDDLE SETTLEMENT RD,NEW HARTFORD      ,NY,13413,20000
282934,95,OLD COUNTRY RD                ,CARLE PLACE       ,NY,11514,200
728809,627,WILLIAM STREET               ,UTICA             ,NY,13502,600
300493,4854,COMMERCIAL DR               ,NEW HARTFORD      ,NY,13413,3000
280197,1910,HEMPSTEAD TPKE              ,EAST MEADOW       ,NY,11554,3800
282390,79,OLD COUNTRY RD        ,WESTBURY          ,NY,11590,1200
709741,425,NASSAU RD                    ,ROOSEVELT         ,NY,11575,0
300467,105,WASHINGTON ST          ,UTICA             ,NY,13503,0
708912,33,SARATOGA BLVD                 ,ISLAND PARK       ,NY,11558,3800
290239,2112,HYDE PARK BLVD              ,NIAGARA FALLS     ,NY,14305,6603
290578,492,OLIVER ST                ,NORTH TONAWANDA   ,NY,14120,0
720953,300,E BLOOMFIELD STREET          ,ROME              ,NY,13440,1000
300002,1330,SWARTZ RD                   ,CAMDEN            ,NY,13316,700
290278,1802,PINE AVE                    ,NIAGARA FALLS     ,NY,14301,7980
702390,136,MAIN ST                      ,EAST ROCKAWAY     ,NY,11518,1000
283396,1021,NORTHERN BLVD               ,ROSLYN            ,NY,11576,500
282415,429,N BROADWAY                   ,JERICHO           ,NY,11753,34000
714701,1102,BROADWAY                    ,WOODMERE          ,NY,11598,0
717798,4461,W SENECA TPKE               ,SYRACUSE          ,NY,13215,750
283299,5,BETHPAGE RD                    ,HICKSVILLE        ,NY,11801,1500
305180,810,UTICA ST PO BOX 188          ,ORISKANY          ,NY,13424,3000
283528,165,2ND ST                       ,MINEOLA           ,NY,11501,600
283160,74,GLEN COVE AVE                 ,GLEN COVE         ,NY,11542,1100
702505,1331,ONEIDA STREET               ,UTICA             ,NY,13501,5000
290027,811,LINWOOD AVE                  ,NIAGARA FALLS     ,NY,14305,30000
290570,1,PARK AVE                   ,LOCKPORT          ,NY,14094,1800
712475,1980,HEMPSTEAD TURNPIKE      ,EAST MEADOW       ,NY,11554,0
283632,549,OLD COUNTRY RD           ,WESTBURY          ,NY,11590,1500
704182,314,SOUTH ST                     ,UTICA             ,NY,13501,0
282913,1015,OYSTER BAY RD (RT 106)  ,EAST NORWICH      ,NY,11732,150
704105,100,HICKSVILLE RD            ,BETHPAGE          ,NY,11714,1700
283596,37,BROADWAY                      ,MASSAPEQUA        ,NY,11758,1300
711417,2709,LONG BEACH RD           ,OCEANSIDE         ,NY,11572,300
283289,5050,NORTHERN BLVD               ,UPPER BROOKVILLE  ,NY,11545,400
711294,120,MIDDLE NECK RD               ,GREAT NECK        ,NY,11021,1200
703427,1155,HEMPSTEAD TPK               ,FRANKLIN SQUARE   ,NY,11010,1250
295595,6550,ROBINSON RD                 ,LOCKPORT          ,NY,14094,7000
710803,440,WOODBURY RD                  ,PLAINVIEW         ,NY,11803,700
283371,1021,ELMONT RD                   ,VALLEY STREAM     ,NY,11580,2000
295472,343,MEADOW DR                    ,NORTH TONAWANDA   ,NY,14120,5500
712137,528,NASSAU RD                    ,ROOSEVELT         ,NY,11575,2000
726350,8937,BECKWITH RD                 ,TABERG            ,NY,13471,500
280070,20,MERRICK AVE                   ,MERRICK           ,NY,11566,2000
282825,227,BABYLON TPKE                 ,ROOSEVELT         ,NY,11575,1300
283290,158,WOODBURY RD            ,HICKSVILLE        ,NY,11801,2900
283678,4,W LINCOLN AVE          ,VALLEY STREAM     ,NY,11580,1000
712727,76,E MERRICK RD                  ,FREEPORT          ,NY,11520,1000
282456,153,FULTON ST                    ,FARMINGDALE       ,NY,11735,1000
713935,44,SEA CLIFF AVE                 ,GLEN COVE         ,NY,11542,800
718358,555,RIVER RD               ,NORTH TONAWANDA   ,NY,14120,0
712370,999,S OYSTER BAY RD BUILDING 500 ,BETHPAGE          ,NY,11714,25000
290284,7084,CHESTNUT RIDGE RD           ,LOCKPORT          ,NY,14094,2500
282411,2259,JERUSALEM AVE               ,NORTH BELLMORE    ,NY,11710,700
707457,969,WEST BEECH ST                ,LONG BEACH        ,NY,11561,0
283314,21,E SUNRISE HWY                 ,FREEPORT          ,NY,11520,1500
283563,1121,JERUSALEM AVE               ,UNIONDALE         ,NY,11553,62000
283432,403,MERRICK RD                   ,OCEANSIDE         ,NY,11572,1200
300480,12,FRANKLIN AVE                  ,CLINTON           ,NY,13323,14000
300380,315,ORISKANY BLVD                ,YORKVILLE         ,NY,13495,4000
704149,3914,SUNRISE HWY                 ,SEAFORD           ,NY,11783,600
708334,1981,FRONT ST                    ,EAST MEADOW       ,NY,11554,1200
290379,56,NICHOLLS ST                   ,LOCKPORT          ,NY,14094,5000
711821,783,OLD COUNTRY RD               ,PLAINVIEW         ,NY,11803,0
283627,962,OLD COUNTRY RD               ,WESTBURY          ,NY,11590,1800
283374,207-209,MOTT AVE                 ,LAWRENCE          ,NY,11559,2000
290193,125,S TRANSIT ST                 ,LOCKPORT          ,NY,14094,15000
290347,8628,NIAGARA FALLS BLVD          ,NIAGARA FALLS     ,NY,14304,2000
300585,405,ERIE BLVD W                  ,ROME              ,NY,13440,14700
724192,5540,PORTER RD                   ,NIAGARA FALLS     ,NY,14304,900
290428,6181,MCKEE ST                    ,NEWFANE           ,NY,14108,9100
290476,5770,S TRANSIT RD                ,LOCKPORT          ,NY,14094,10000
286287,2815,JERUSALEM AVE               ,NORTH BELLMORE    ,NY,11710,20000
283522,200,E MERRICK RD                 ,FREEPORT          ,NY,11520,1700
725356,3939,NIAGARA FALLS BLVD          ,NORTH TONAWANDA   ,NY,14120,18000
290472,5140,TOWNLINE RD                 ,SANBORN           ,NY,14132,1000
711601,60,CENTRAL CT                    ,VALLEY STREAM     ,NY,11580,1000
286712,3,RAILROAD AVE                   ,ROSLYN            ,NY,11576,1500
283760,2845,JERUSALEM AVE               ,WANTAGH           ,NY,11793,3000
282928,156C,MIDDLE NECK RD          ,GREAT NECK        ,NY,11021,3000
282468,131,NORTHERN BLVD                ,GREAT NECK        ,NY,11021,700
707491,530,WESTBURY AVE                 ,CARLE PLACE       ,NY,11514,2500
704530,603,UNIONDALE AVE                ,UNIONDALE         ,NY,11553,12000
290047,3984,LOCKPORT OLCOTT RD          ,LOCKPORT          ,NY,14094,6000
290313,459,DIVISION ST                  ,NORTH TONAWANDA   ,NY,14120,800
283091,589,NASSAU RD                    ,UNIONDALE         ,NY,11553,1200
704714,15,BAYVIEW AVE                   ,INWOOD            ,NY,11096,800
282558,50,BERRYHILL RD                  ,SYOSSET           ,NY,11791,2000
283243,496,HEMPSTEAD TPKE               ,W HEMPSTEAD       ,NY,11552,25000
283132,393,PLANDOME RD                  ,MANHASSET         ,NY,11030,2500
290275,735,CENTER ST                    ,LEWISTON          ,NY,14092,5500
715246,1711,GENESEE ST                  ,UTICA             ,NY,13502,8000
290514,1540,MILITARY RD                 ,NIAGARA FALLS     ,NY,14304,216000
282936,12,S DENTON AVE                  ,NEW HYDE PARK     ,NY,11040,300
282972,129C,W SUNRISE HWY       ,FREEPORT          ,NY,11520,1500
724298,4835,MILITARY ROAD               ,NIAGARA FALLS     ,NY,14305,0
283406,19,TAPPANWOOD DR           ,LOCUST VALLEY     ,NY,11560,150
282610,635,POWELLS LN               ,WESTBURY          ,NY,11590,2000
305925,400,RIVER RD             ,UTICA             ,NY,13502,110000
282959,150-152,LONG BEACH RD            ,ISLAND PARK       ,NY,11558,2000
707793,3990,JERUSALEM AVE           ,SEAFORD           ,NY,11783,1000
715019,535,HEMPSTEAD TPKE               ,ELMONT            ,NY,11003,1500
719074,4201,CARMEN RD                   ,MIDDLEPORT        ,NY,14105,0
281297,2,SAVOY AVE                      ,ELMONT            ,NY,11003,2000
282090,770,PORT WASHINGTON BLVD         ,PORT WASHINGTON   ,NY,11050,10000
290011,6035,PORTER RD                   ,NIAGARA FALLS     ,NY,14305,15000
708475,833,EAST GENESEE ST              ,SYRACUSE          ,NY,13210,2600
704896,3000,BELGIUM RD              ,BALDWINSVILLE     ,NY,13027,2500
727042,971,E BRIGHTON AVE               ,SYRACUSE          ,NY,13205,2000
310772,91,HULBERT ST                    ,MINOA             ,NY,13116,3000
305157,46,KELLOGG RD                    ,NEW HARTFORD      ,NY,13413,7000
722467,4845,FRANK GAY RD                ,MARCELLUS         ,NY,13108,1000
720593,303,SOUTH AVE                    ,SYRACUSE          ,NY,13204,0
310925,3535,JAMES ST                    ,SYRACUSE          ,NY,13206,9300
708172,608,SOUTH ST                     ,UTICA             ,NY,13501,0
708510,422,E DIVISION ST                ,SYRACUSE          ,NY,13208,0
728682,1009,PARK ST                     ,SYRACUSE          ,NY,13208,240
300626,1104,MAIN ST               ,SYLVAN            ,NY,13157,0
310475,5942,S SALINA ST                 ,SYRACUSE          ,NY,13205,13500
716736,8709,TURIN RD                    ,ROME              ,NY,13440,3600
300695,28,KELLOGG RD                    ,NEW HARTFORD      ,NY,13413,1000
716729,8220,CAZENOVIA RD                ,MANLIUS           ,NY,13104,6200
310055,2400,LODI ST                     ,SYRACUSE          ,NY,13208,1800
704605,419,S WILBUR AVE                 ,SYRACUSE          ,NY,13204,2000
311201,246,KINNE ST                     ,EAST SYRACUSE     ,NY,13057,700
300061,1212,CATHERINE ST            ,UTICA             ,NY,13501,2500
310701,6430,KIRKVILLE RD                ,EAST SYRACUSE     ,NY,13057,13398
720278,504,GIFFORD ST                   ,SYRACUSE          ,NY,13204,0
720462,3060,COURT ST                    ,SYRACUSE          ,NY,13208,1800
310464,757,STATE FAIR BLVD              ,SYRACUSE          ,NY,13209,2700
300026,1207,STARK ST                    ,UTICA             ,NY,13502,1000
290085,214,LOCKPORT ST                  ,YOUNGSTOWN        ,NY,14174,1800
715874,6396,E MOLLOY RD                 ,EAST SYRACUSE     ,NY,13057,10000
310492,7802,MAPLE RD                    ,BALDWINSVILLE     ,NY,13027,2000
305638,300,KOSSUTH AVE                  ,UTICA             ,NY,13501,1500
330245,400,GREENWICH AVE                ,GOSHEN            ,NY,10924,1900
724733,9272,KELLOGG RD                  ,NEW HARTFORD      ,NY,13413,2000
300555,1256,ALBANY ST                   ,UTICA             ,NY,13501,1500
310373,2307,BREWERTON RD                ,MATTYDALE         ,NY,13211,3960
713613,922,STATE FAIR BLVD        ,SYRACUSE          ,NY,13209,7000
305879,9624,MAIN ST             ,REMSEN            ,NY,13438,1200
315990,7342,OSWEGO RD                   ,LIVERPOOL         ,NY,13090,3000
290465,4,S TRANSIT ST           ,LOCKPORT          ,NY,14094,1200
310568,512,STATE FAIR BLVD              ,SYRACUSE          ,NY,13204,700
718123,5311,ROME NEW LONDON RD          ,ROME              ,NY,13440,4000
718146,401,JAMES ST                     ,UTICA             ,NY,13501,0
310739,315,FAYETTE ST                   ,MANLIUS           ,NY,13104,16000
728864,710,N SAUNA ST                   ,SYRACUSE          ,NY,13208,1000
310399,2803,BREWERTON RD                ,MATTYDALE         ,NY,13211,16000
300479,40,ORISKANY BLVD         ,WHITESBORO        ,NY,13492,0
718601,1003,PARK ST               ,SYRACUSE          ,NY,13208,0
703673,3226,S SALINA ST                 ,SYRACUSE          ,NY,13205,1500
300526,4855,COMMERCIAL DR               ,NEW HARTFORD      ,NY,13413,12000
310757,420,BUTTERNUT ST                 ,SYRACUSE          ,NY,13208,1700
300211,1129,BLEECKER ST                 ,UTICA             ,NY,13501,2500
712616,1580,WEST ST                     ,UTICA             ,NY,13501,1500
710314,236,W DOMINICK ST                ,ROME              ,NY,13440,3500
310741,1820,TEALL AVE                   ,SYRACUSE          ,NY,13206,8500
724514,20,EAST MAIN ST                  ,WALDEN            ,NY,12586,1500
300365,8220,TURIN RD                    ,ROME              ,NY,13440,6000
709763,2530,NIAGARA FALLS BLVD          ,NIAGARA FALLS     ,NY,14304,2000
316180,1350,COLD SPRINGS RD             ,LIVERPOOL         ,NY,13090,1000
300519,643,BLEECKER ST                  ,UTICA             ,NY,13501,2000
725309,301,S LOWELL AVE                 ,SYRACUSE          ,NY,13204,1000
311035,915,STATE FAIR BLVD              ,SYRACUSE          ,NY,13209,3500
310593,709-729,N MAIN ST #721           ,NORTH SYRACUSE    ,NY,13212,6516
703218,1306,MILITARY RD                 ,NIAGARA FALLS     ,NY,14304,14600
717492,819,SOUTH ST                     ,UTICA             ,NY,13501,2000
311258,4751,ONONDAGA BLVD               ,SYRACUSE          ,NY,13219,11000
720515,1075,7TH N ST                    ,LIVERPOOL         ,NY,13088,3400
718222,2049,MADISON ST                  ,ROME              ,NY,13440,1200
311202,3649,ERIE BLVD E                 ,DEWITT            ,NY,13214,500
311072,748,WESTCOTT ST                  ,SYRACUSE          ,NY,13210,0
310524,3300,ERIE BLVD EAST          ,DEWITT            ,NY,13214,4500
310518,8467,OSWEGO RD                   ,BALDWINSVILLE     ,NY,13027,3600
310913,104,LAFAYETTE RD                 ,SYRACUSE          ,NY,13205,0
290577,6030,HOOVER RD                   ,SANBORN           ,NY,14132,400
716308,4675,BRICKYARD FALLS RD          ,MANLIUS           ,NY,13104,1100
704489,1438,MIDLAND AVE                 ,SYRACUSE          ,NY,13205,1600
715183,1449,ERIE BLVD E                 ,SYRACUSE          ,NY,13210,25000
320095,50,EASTVIEW MALL DR      ,VICTOR            ,NY,14564,110000
290208,1563,PIERCE AVE                  ,NIAGARA FALLS     ,NY,14301,3000
310630,601,BUTTERNUT ST             ,SYRACUSE          ,NY,13208,13500
310802,8064,BREWERTON RD                ,CICERO            ,NY,13039,204000
300024,1221,ERIE BLVD W         ,ROME              ,NY,13440,2500
300393,1727,BLACK RIVER BLVD            ,ROME              ,NY,13440,7000
717522,504,W THOMAS ST                  ,ROME              ,NY,13440,1000
290080,419,DIVISION ST                  ,NORTH TONAWANDA   ,NY,14120,2500
702152,9101,NIAGARA FALLS BLVD      ,NIAGARA FALLS     ,NY,14304,1400
300546,58,KELLOGG RD                    ,NEW HARTFORD      ,NY,13413,2000
335713,51,FOREST RD UNIT 214            ,MONROE            ,NY,10950,2200
311098,2400,JAMES ST                    ,SYRACUSE          ,NY,13206,750
311112,6430,KIRKVILLE RD                ,SYRACUSE          ,NY,13057,0
714893,601,W DOMINICK ST                ,ROME              ,NY,13440,1500
315973,101,TOWNE DR                     ,FAYETTEVILLE      ,NY,13066,10000
714334,1640,STATE RTE  444              ,VICTOR            ,NY,14564,0
310852,6896,E GENESEE ST          ,FAYETTEVILLE      ,NY,13066,1000
724370,32,WEST MAIN STREET          ,WASHINGTONVILLE   ,NY,10992,441
310819,602,OLD LIVERPOOL RD             ,LIVERPOOL         ,NY,13088,6400
715684,1,N MAIN ST                      ,MONROE            ,NY,10950,1000
315084,4472,CHERRY VALLEY TPKE RT 80    ,LAFAYETTE         ,NY,13084,4800
300499,50,KELLOGG RD            ,NEW HARTFORD      ,NY,13413,46000
330321,44,LIBERTY ST                    ,NEWBURGH          ,NY,12550,1400
316461,2,CHEVY DR               ,EAST SYRACUSE     ,NY,13057,116000
726990,3000,JAMES ST                    ,SYRACUSE          ,NY,13206,2600
300320,205,ERIE BLVD W STE 200          ,ROME              ,NY,13440,10000
720665,1207,BLEECKER ST                 ,UTICA             ,NY,13501,0
729019,101,NEWBURY HOLLOW LANE STE 100  ,SYRACUSE          ,NY,13210,0
300404,3921,ONEIDA ST           ,NEW HARTFORD      ,NY,13413,2000
300554,34,ORISKANY BLVD                 ,WHITESBORO        ,NY,13492,15000
310536,927-929,ONONDAGA AVE             ,SYRACUSE          ,NY,13207,1500
719126,32,LEONE LANE UNIT 1             ,CHESTER           ,NY,10918,24000
723904,8536,SENECA TPKE                 ,NEW HARTFORD      ,NY,13413,1500
330656,125,DOLSON AVE                   ,MIDDLETOWN        ,NY,10940,35000
310582,416,W SENECA TPK                 ,SYRACUSE          ,NY,13207,16000
335638,251,HIGHLAND AVE         ,MIDDLETOWN        ,NY,10940,1200
310459,703,OLD LIVERPOOL RD             ,LIVERPOOL         ,NY,13088,0
310618,500,BUTTERNUT                    ,SYRACUSE          ,NY,13208,2300
729273,415-419,SOUTH WILBUR AVE         ,SYRACUSE          ,NY,13204,0
295685,7200,NIAGARA FALLS BLVD          ,NIAGARA FALLS     ,NY,14304,101000
316512,1219,MILTON AVE                  ,SYRACUSE          ,NY,13204,1000
310694,7608,OSWEGO RD SUITE 21          ,LIVERPOOL         ,NY,13090,10000
706225,421-23,S GEDDES ST               ,SYRACUSE          ,NY,13204,2000
718497,141,N MAIN ST                    ,ORISKANY FALLS    ,NY,13425,0
311285,4600,E GENESEE ST                ,DEWITT            ,NY,13214,1500
310311,6542,COLLAMER RD                 ,EAST SYRACUSE     ,NY,13057,3500
310606,5351,N BURDICK ST                ,FAYETTEVILLE      ,NY,13066,200
728247,3149,SWEET RD                ,JAMESVILLE        ,NY,13078,1100
714828,7500,OLD SHAWNEE RD        ,NORTH TONAWANDA   ,NY,14120,1000
310702,27,FENNELL ST                ,SKANEATELES       ,NY,13152,5000
316046,4979,W TAFT RD                   ,LIVERPOOL         ,NY,13088,90000
723054,695,EASTVIEW MALL                ,VICTOR            ,NY,14564,900
727892,6090,STATE RT 96                 ,FARMINGTON        ,NY,14425,0
311300,826,N TOWNSEND ST                ,SYRACUSE          ,NY,13208,1400
300500,55,MEADOW ST             ,CLINTON           ,NY,13323,39000
310491,2616,BREWERTON RD                ,MATTYDALE         ,NY,13211,10500
719666,4535,COMMERCIAL DR               ,NEW HARTFORD      ,NY,13413,0
300389,2,PRESTON ST                     ,CAMDEN            ,NY,13316,0
